ENST00000292535	NM_181552.3	CUX1
ENST00000261726	NM_015267.3	CUX2
ENST00000392790	NM_022034.5	CUZD1
ENST00000279839	NM_016403.3	CWC15
ENST00000410053	NM_020943.2	CWC22
ENST00000225428	NM_017748.4	CWC25
ENST00000381070	NM_005869.2	CWC27
ENST00000354105	NM_018294.4	CWF19L1
ENST00000282251	NM_152434.2	CWF19L2
ENST00000226432	NM_025087.2	CWH43
ENST00000006053	NM_002996.3	CX3CL1
ENST00000358309	NM_001171174.1	CX3CR1
ENST00000284878	NM_001338.4	CXADR
ENST00000306602	NM_001565.3	CXCL10
ENST00000306621	NM_005409.4	CXCL11
ENST00000395794	NM_001178134.1	CXCL12
ENST00000286758	NM_006419.2	CXCL13
ENST00000337225	NM_004887.4	CXCL14
ENST00000293778	NM_022059.2	CXCL16
ENST00000601181	NM_198477.1	CXCL17
ENST00000395761	NM_001511.3	CXCL1
ENST00000508487	NM_002089.3	CXCL2
ENST00000296026	NM_002090.2	CXCL3
ENST00000296027	NM_002994.4	CXCL5
ENST00000226317	NM_002993.3	CXCL6
ENST00000264888	NM_002416.1	CXCL9
ENST00000295683	NM_000634.2	CXCR1
ENST00000318507	NM_001557.3	CXCR2
ENST00000373693	NM_001504.1	CXCR3
ENST00000241393	NM_003467.2	CXCR4
ENST00000292174	NM_001716.4	CXCR5
ENST00000304552	NM_006564.1	CXCR6
ENST00000272928	NM_020311.2	CXCR7
ENST00000408967	NM_004709.2	CXorf1
ENST00000378962	NM_025159.2	CXorf21
ENST00000297866	NM_152632.3	CXorf22
ENST00000379687	NM_198279.3	CXorf23
ENST00000373358	NM_016500.3	CXorf26
ENST00000341016	NM_012274.1	CXorf27
ENST00000378657	NM_001098843.4	CXorf30
ENST00000398000	NM_176819.3	CXorf36
ENST00000327877	NM_144970.2	CXorf38
ENST00000423540	NM_001171908.1	CXorf40A
ENST00000370404	NM_001013845.1	CXorf40B
ENST00000276241	NM_001031705.2	CXorf48
ENST00000371594	NM_022101.3	CXorf56
ENST00000372548	NM_018015.5	CXorf57
ENST00000379211	NM_152761.2	CXorf58
ENST00000313548	NM_173695.2	CXorf59
ENST00000371894	NM_001017978.3	CXorf61
ENST00000371125	NM_001122716.1	CXorf64
ENST00000374251	NM_001025265.2	CXorf65
ENST00000370540	NM_001013403.2	CXorf66
ENST00000369529	NM_001162936.1	CXorf68
ENST00000330288	NM_001163438.1	CXorf69
ENST00000343216	NM_173821.2	CXXC11
ENST00000285106	NM_001101654.1	CXXC1
ENST00000394767	NM_025212.2	CXXC4
ENST00000302517	NM_016463.7	CXXC5
ENST00000369868	NM_001134400.1	CYB561D1
ENST00000232508	NM_007022.3	CYB561D2
ENST00000392976	NM_001017916.1	CYB561
ENST00000340533	NM_148923.3	CYB5A
ENST00000307892	NM_030579.2	CYB5B
ENST00000332439	NM_144607.4	CYB5D1
ENST00000301391	NM_144611.3	CYB5D2
ENST00000367249	NM_016243.2	CYB5R1
ENST00000299498	NM_016229.3	CYB5R2
ENST00000361740	NM_001171660.1	CYB5R3
ENST00000369681	NM_016230.3	CYB5R4
ENST00000419823	NM_001031672.2	CYB5RL
ENST00000261623	NM_000101.3	CYBA
ENST00000294072	NM_001161452.1	CYBASC3
ENST00000378588	NM_000397.3	CYBB
ENST00000321348	NM_024843.3	CYBRD1
ENST00000318911	NM_001916.3	CYC1
ENST00000305786	NM_018947.5	CYCS
ENST00000313077	NM_014608.2	CYFIP1
ENST00000442283	NM_001037333.1	CYFIP2
ENST00000293230	NM_134268.4	CYGB
ENST00000438911	NM_138496.1	CYHR1
ENST00000329312	NM_021118.2	CYLC1
ENST00000374798	NM_001340.3	CYLC2
ENST00000569418	NM_001042355.1	CYLD
ENST00000268053	NM_000781.2	CYP11A1
ENST00000292427	NM_000497.3	CYP11B1
ENST00000323110	NM_000498.3	CYP11B2
ENST00000369887	NM_000102.3	CYP17A1
ENST00000396402	NM_000103.3	CYP19A1
ENST00000395048	NM_000499.3	CYP1A1
ENST00000343932	NM_000761.3	CYP1A2
ENST00000260630	NM_000104.3	CYP1B1
ENST00000356079	NM_177538.2	CYP20A1
ENST00000418967	NM_000500.7	CYP21A2
ENST00000216862	NM_000782.4	CYP24A1
ENST00000224356	NM_000783.3	CYP26A1
ENST00000001146	NM_019885.3	CYP26B1
ENST00000285949	NM_183374.2	CYP26C1
ENST00000258415	NM_000784.3	CYP27A1
ENST00000228606	NM_000785.3	CYP27B1
ENST00000335247	NM_001001665.3	CYP27C1
ENST00000330436	NM_000766.4	CYP2A13
ENST00000301141	NM_000762.5	CYP2A6
ENST00000301146	NM_000764.2	CYP2A7
ENST00000324071	NM_000767.4	CYP2B6
ENST00000371321	NM_000769.1	CYP2C19
ENST00000371270	NM_000770.3	CYP2C8
ENST00000260682	NM_000771.3	CYP2C9
ENST00000360608	NM_000106.5	CYP2D6
ENST00000252945	NM_000773.3	CYP2E1
ENST00000331105	NM_000774.3	CYP2F1
ENST00000371204	NM_000775.2	CYP2J2
ENST00000334636	NM_024514.4	CYP2R1
ENST00000310054	NM_030622.6	CYP2S1
ENST00000332884	NM_183075.2	CYP2U1
ENST00000308919	NM_017781.2	CYP2W1
ENST00000275016	NM_016593.4	CYP39A1
ENST00000354829	NM_022820.4	CYP3A43
ENST00000336411	NM_017460.5	CYP3A4
ENST00000336374	NM_000765.3	CYP3A7
ENST00000261835	NM_006668.1	CYP46A1
ENST00000310638	NM_000778.3	CYP4A11
ENST00000371891	NM_001010969.2	CYP4A22
ENST00000371923	NM_001099772.1	CYP4B1
ENST00000248041	NM_001128932.1	CYP4F11
ENST00000550308	NM_023944.3	CYP4F12
ENST00000269703	NM_173483.3	CYP4F22
ENST00000221700	NM_001082.3	CYP4F2
ENST00000586182	NM_001199209.1	CYP4F3
ENST00000378802	NM_207352.3	CYP4V2
ENST00000371901	NM_178033.1	CYP4X1
ENST00000334194	NM_178134.2	CYP4Z1
ENST00000003100	NM_000786.3	CYP51A1
ENST00000301645	NM_000780.3	CYP7A1
ENST00000310193	NM_004820.3	CYP7B1
ENST00000316161	NM_004391.2	CYP8B1
ENST00000451137	NM_001554.4	CYR61
ENST00000381813	NM_001037160.2	CYS1
ENST00000373304	NM_006639.3	CYSLTR1
ENST00000282018	NM_020377.2	CYSLTR2
ENST00000361101	NM_017456.2	CYTH1
ENST00000427476	NM_017457.5	CYTH2
ENST00000350796	NM_004227.3	CYTH3
ENST00000248901	NM_013385.3	CYTH4
ENST00000264192	NM_004288.4	CYTIP
ENST00000307746	NM_018659.2	CYTL1
ENST00000299340	NM_052954.2	CYYR1
ENST00000321264	NM_152783.3	D2HGDH
ENST00000395125	NM_014992.2	DAAM1
ENST00000274867	NM_001201427.1	DAAM2
ENST00000371234	NM_021080.3	DAB1
ENST00000259371	NM_032552.2	DAB2IP
ENST00000320816	NM_001343.3	DAB2
ENST00000305425	NM_080759.4	DACH1
ENST00000373125	NM_053281.3	DACH2
ENST00000395153	NM_016651.5	DACT1
ENST00000366795	NM_214462.3	DACT2
ENST00000391916	NM_145056.2	DACT3
ENST00000250498	NM_001344.2	DAD1
ENST00000308775	NM_001177639.2	DAG1
ENST00000257215	NM_006133.2	DAGLA
ENST00000297056	NM_139179.3	DAGLB
ENST00000394900	NM_015533.3	DAK
ENST00000341949	NM_001009996.2	DALRD3
ENST00000317060	NM_152654.2	DAND5
ENST00000375936	NM_001161812.1	DAOA
ENST00000228476	NM_001917.4	DAO
ENST00000368336	NM_004632.3	DAP3
ENST00000408954	NM_004938.2	DAPK1
ENST00000457488	NM_014326.3	DAPK2
ENST00000301264	NM_001348.1	DAPK3
ENST00000309950	NM_001017920.2	DAPL1
ENST00000230895	NM_004394.2	DAP
ENST00000512369	NM_014395.2	DAPP1
ENST00000368121	NM_001122951.2	DARC
ENST00000361951	NM_018122.4	DARS2
ENST00000264161	NM_001349.2	DARS
ENST00000374542	NM_001141970.1	DAXX
ENST00000405239	NM_004081.5	DAZ1
ENST00000382424	NM_020363.3	DAZ2
ENST00000382365	NM_020364.3	DAZ3
ENST00000440066	NM_001005375.2	DAZ4
ENST00000233078	NM_018959.2	DAZAP1
ENST00000549555	NM_001136266.1	DAZAP2
ENST00000399444	NM_001351.3	DAZL
ENST00000265922	NM_014618.2	DBC1
ENST00000315005	NM_145663.2	DBF4B
ENST00000265728	NM_006716.3	DBF4
ENST00000393056	NM_000787.3	DBH
ENST00000542275	NM_001178017.1	DBI
ENST00000309007	NM_004395.3	DBN1
ENST00000304733	NM_024043.2	DBNDD1
ENST00000372710	NM_001048225.2	DBNDD2
ENST00000494774	NM_014063.6	DBNL
ENST00000222122	NM_001352.3	DBP
ENST00000260803	NM_016216.3	DBR1
ENST00000370132	NM_001918.3	DBT
ENST00000227256	NM_001029865.2	DBX1
ENST00000332700	NM_001004329.2	DBX2
ENST00000377724	NM_024345.3	DCAF10
ENST00000559115	NM_001163484.1	DCAF11
ENST00000371126	NM_178470.4	DCAF12L1
ENST00000538699	NM_001013628.2	DCAF12L2
ENST00000361264	NM_015397.3	DCAF12
ENST00000297579	NM_015420.6	DCAF13
ENST00000254337	NM_138353.2	DCAF15
ENST00000382247	NM_017741.3	DCAF16
ENST00000375255	NM_025000.3	DCAF17
ENST00000333141	NM_001029955.3	DCAF4L1
ENST00000319675	NM_152418.3	DCAF4L2
ENST00000358377	NM_015604.3	DCAF4
ENST00000341516	NM_003861.2	DCAF5
ENST00000367840	NM_001198956.1	DCAF6
ENST00000310827	NM_005828.4	DCAF7
ENST00000441525	NM_001017930.1	DCAF8L1
ENST00000451261	NM_001136533.1	DCAF8L2
ENST00000368074	NM_015726.3	DCAF8
ENST00000588499	NM_001128631.1	DCAKD
ENST00000296955	NM_173674.1	DCBLD1
ENST00000326840	NM_080927.3	DCBLD2
ENST00000442544	NM_005215.3	DCC
ENST00000452803	NM_181807.3	DCDC1
ENST00000409358	NM_001099434.1	DCDC2B
ENST00000378454	NM_016356.4	DCDC2
ENST00000293371	NM_053283.2	DCD
ENST00000299441	NM_003737.2	DCHS1
ENST00000357232	NM_017639.3	DCHS2
ENST00000286648	NM_000788.2	DCK
ENST00000255448	NM_004734.4	DCLK1
ENST00000302176	NM_001040261.4	DCLK2
ENST00000416516	NM_033403.1	DCLK3
ENST00000361384	NM_014881.4	DCLRE1A
ENST00000369563	NM_022836.3	DCLRE1B
ENST00000453695	NM_001033855.1	DCLRE1C
ENST00000393155	NM_133503.2	DCN
ENST00000607628	NM_018403.5	DCP1A
ENST00000280665	NM_152640.3	DCP1B
ENST00000389063	NM_152624.5	DCP2
ENST00000263579	NM_014026.3	DCPS
ENST00000295542	NM_152494.3	DCST1
ENST00000368424	NM_144622.2	DCST2
ENST00000357067	NM_001012732.1	DCTD
ENST00000361874	NM_004082.4	DCTN1
ENST00000434715	NM_006400.4	DCTN2
ENST00000259632	NM_007234.4	DCTN3
ENST00000446090	NM_001135643.1	DCTN4
ENST00000300087	NM_032486.3	DCTN5
ENST00000221114	NM_006571.3	DCTN6
ENST00000377028	NM_001922.3	DCT
ENST00000319285	NM_024096.1	DCTPP1
ENST00000292782	NM_020640.2	DCUN1D1
ENST00000478244	NM_001014283.1	DCUN1D2
ENST00000324344	NM_173475.2	DCUN1D3
ENST00000334635	NM_001040402.1	DCUN1D4
ENST00000260247	NM_032299.3	DCUN1D5
ENST00000338081	NM_000555.3	DCX
ENST00000306869	NM_016286.3	DCXR
ENST00000359866	NM_024050.5	DDA1
ENST00000284031	NM_012137.3	DDAH1
ENST00000375787	NM_013974.1	DDAH2
ENST00000301764	NM_001923.4	DDB1
ENST00000256996	NM_000107.2	DDB2
ENST00000357936	NM_000790.3	DDC
ENST00000323669	NM_001160148.1	DDHD1
ENST00000520272	NM_001164232.1	DDHD2
ENST00000302259	NM_001001711.2	DDI1
ENST00000480945	NM_032341.4	DDI2
ENST00000551116	NM_001195054.1	DDIT3
ENST00000273990	NM_145244.3	DDIT4L
ENST00000307365	NM_019058.2	DDIT4
ENST00000421952	NM_015086.1	DDN
ENST00000368924	NM_003649.2	DDO
ENST00000375048	NM_005216.4	DDOST
ENST00000376568	NM_013994.2	DDR1
ENST00000367921	NM_006182.2	DDR2
ENST00000354488	NM_023935.1	DDRGK1
ENST00000215770	NM_001084393.1	DDTL
ENST00000398344	NM_001084392.1	DDT
ENST00000322536	NM_004398.2	DDX10
ENST00000407793	NM_152438.1	DDX11
ENST00000396821	NM_001098504.1	DDX17
ENST00000263239	NM_006773.3	DDX18
ENST00000288071	NM_007242.5	DDX19B
ENST00000233084	NM_004939.2	DDX1
ENST00000369702	NM_007204.4	DDX20
ENST00000354185	NM_004728.3	DDX21
ENST00000308025	NM_004818.2	DDX23
ENST00000330836	NM_020414.3	DDX24
ENST00000263576	NM_013264.4	DDX25
ENST00000370752	NM_182540.4	DDX26B
ENST00000371764	NM_017895.7	DDX27
ENST00000332395	NM_018380.3	DDX28
ENST00000372159	NM_022779.7	DDX31
ENST00000242776	NM_005804.3	DDX39A
ENST00000458640	NM_080598.5	DDX39B
ENST00000399959	NM_001356.3	DDX3X
ENST00000336079	NM_004660.3	DDX3Y
ENST00000507955	NM_016222.2	DDX41
ENST00000389924	NM_203499.2	DDX42
ENST00000370336	NM_018665.2	DDX43
ENST00000452510	NM_014829.2	DDX46
ENST00000358007	NM_016355.3	DDX47
ENST00000247003	NM_019070.4	DDX49
ENST00000505374	NM_024415.2	DDX4
ENST00000373585	NM_024045.1	DDX50
ENST00000397333	NM_175066.3	DDX51
ENST00000349699	NM_007010.3	DDX52
ENST00000327968	NM_182699.3	DDX53
ENST00000314045	NM_001111322.1	DDX54
ENST00000238146	NM_020936.1	DDX55
ENST00000258772	NM_019082.3	DDX56
ENST00000379883	NM_014314.3	DDX58
ENST00000331314	NM_001031725.4	DDX59
ENST00000225792	NM_004396.3	DDX5
ENST00000260184	NM_001012967.1	DDX60L
ENST00000393743	NM_017631.5	DDX60
ENST00000264018	NM_004397.4	DDX6
ENST00000382409	NM_021008.2	DEAF1
ENST00000374016	NM_017418.2	DEC1
ENST00000220764	NM_001359.1	DECR1
ENST00000219481	NM_020664.3	DECR2
ENST00000336034	NM_133328.3	DEDD2
ENST00000458050	NM_001039712.1	DEDD
ENST00000316637	NM_022047.3	DEF6
ENST00000268676	NM_207514.2	DEF8
ENST00000382692	NM_004084.3	DEFA1
ENST00000297435	NM_001925.1	DEFA4
ENST00000330590	NM_021010.1	DEFA5
ENST00000297436	NM_001926.3	DEFA6
ENST00000314357	NM_001081551.2	DEFB103A
ENST00000318124	NM_018661.3	DEFB103B
ENST00000314265	NM_080389.2	DEFB104A
ENST00000334773	NM_152250.1	DEFB105A
ENST00000335186	NM_152251.3	DEFB106A
ENST00000355602	NM_001040705.1	DEFB107B
ENST00000328698	NM_001002035.1	DEFB108B
ENST00000371148	NM_001037497.1	DEFB110
ENST00000322246	NM_001037498.1	DEFB112
ENST00000398718	NM_001037729.1	DEFB113
ENST00000322066	NM_001037499.1	DEFB114
ENST00000400552	NM_001037730.1	DEFB115
ENST00000400549	NM_001037731.1	DEFB116
ENST00000253381	NM_054112.2	DEFB118
ENST00000376321	NM_153289.3	DEFB119
ENST00000376309	NM_153324.2	DEFB123
ENST00000317676	NM_001037500.1	DEFB124
ENST00000382410	NM_153325.2	DEFB125
ENST00000382398	NM_030931.3	DEFB126
ENST00000382388	NM_139074.3	DEFB127
ENST00000334391	NM_001037732.1	DEFB128
ENST00000246105	NM_080831.3	DEFB129
ENST00000334879	NM_001040448.2	DEFB131
ENST00000382376	NM_207469.2	DEFB132
ENST00000398721	NM_001166478.1	DEFB133
ENST00000382208	NM_001033017.2	DEFB135
ENST00000382209	NM_001033018.2	DEFB136
ENST00000297439	NM_005218.3	DEFB1
ENST00000302247	NM_004942.2	DEFB4A
ENST00000318157	NM_001205266.1	DEFB4B
ENST00000323699	NM_003676.3	DEGS1
ENST00000305631	NM_206918.2	DEGS2
ENST00000397239	NM_003472.3	DEK
ENST00000373624	NM_020946.1	DENND1A
ENST00000391979	NM_001195215.1	DENND1B
ENST00000381480	NM_024898.2	DENND1C
ENST00000537639	NM_015689.3	DENND2A
ENST00000393276	NM_198459.3	DENND2C
ENST00000357640	NM_024901.4	DENND2D
ENST00000262585	NM_014957.2	DENND3
ENST00000431932	NM_005848.3	DENND4A
ENST00000361217	NM_014856.2	DENND4B
ENST00000602925	NM_017925.5	DENND4C
ENST00000328194	NM_015213.3	DENND5A
ENST00000389082	NM_144973.3	DENND5B
ENST00000280557	NM_003677.3	DENR
ENST00000265036	NM_018369.2	DEPDC1B
ENST00000456315	NM_001114120.1	DEPDC1
ENST00000416321	NM_152317.2	DEPDC4
ENST00000382112	NM_001242896.1	DEPDC5
ENST00000241051	NM_001077242.1	DEPDC7
ENST00000286234	NM_022783.2	DEPTOR
ENST00000428559	NM_015954.2	DERA
ENST00000259512	NM_024295.5	DERL1
ENST00000158771	NM_016041.3	DERL2
ENST00000406855	NM_001135751.1	DERL3
ENST00000373960	NM_001927.3	DES
ENST00000564406	NM_017996.3	DET1
ENST00000331808	NM_014015.3	DEXI
ENST00000377038	NM_004401.2	DFFA
ENST00000378209	NM_004402.2	DFFB
ENST00000409970	NM_001127453.1	DFNA5
ENST00000362057	NM_015404.3	DFNB31
ENST00000409117	NM_001042702.3	DFNB59
ENST00000332324	NM_012079.5	DGAT1
ENST00000333026	NM_198512.1	DGAT2L6
ENST00000228027	NM_032564.4	DGAT2
ENST00000252137	NM_022719.2	DGCR14
ENST00000263196	NM_005137.2	DGCR2
ENST00000248879	NM_033257.3	DGCR6L
ENST00000331444	NM_005675.4	DGCR6
ENST00000351989	NM_022720.6	DGCR8
ENST00000394147	NM_201554.1	DGKA
ENST00000399322	NM_004080.2	DGKB
ENST00000264057	NM_152879.2	DGKD
ENST00000284061	NM_003647.2	DGKE
ENST00000265022	NM_001346.2	DGKG
ENST00000337343	NM_178009.3	DGKH
ENST00000288490	NM_004717.2	DGKI
ENST00000598251	NM_001013742.2	DGKK
ENST00000273814	NM_001347.3	DGKQ
ENST00000454345	NM_001105540.1	DGKZ
ENST00000264093	NM_080916.2	DGUOK
ENST00000371269	NM_014762.3	DHCR24
ENST00000355527	NM_001360.2	DHCR7
ENST00000360009	NM_024887.3	DHDDS
ENST00000221403	NM_014475.3	DHDH
ENST00000394221	NM_001195643.1	DHFRL1
ENST00000439211	NM_000791.3	DHFR
ENST00000266991	NM_021044.2	DHH
ENST00000219240	NM_001361.4	DHODH
ENST00000210060	NM_001930.3	DHPS
ENST00000251312	NM_024308.3	DHRS11
ENST00000280056	NM_001031719.2	DHRS12
ENST00000378895	NM_144683.3	DHRS13
ENST00000288111	NM_001136050.2	DHRS1
ENST00000344777	NM_182908.4	DHRS2
ENST00000376223	NM_004753.4	DHRS3
ENST00000313250	NM_021004.2	DHRS4
ENST00000395511	NM_015510.4	DHRS7B
ENST00000330255	NM_001220493.1	DHRS7C
ENST00000557185	NM_016029.2	DHRS7
ENST00000412271	NM_001142271.1	DHRS9
ENST00000334651	NM_145177.2	DHRSX
ENST00000263035	NM_018706.6	DHTKD1
ENST00000336812	NM_001358.2	DHX15
ENST00000376442	NM_003587.4	DHX16
ENST00000251636	NM_019030.2	DHX29
ENST00000445061	NM_138615.2	DHX30
ENST00000284690	NM_018180.2	DHX32
ENST00000225296	NM_020162.3	DHX33
ENST00000328771	NM_014681.5	DHX34
ENST00000252011	NM_021931.3	DHX35
ENST00000496811	NM_020865.2	DHX36
ENST00000308736	NM_032656.3	DHX37
ENST00000268482	NM_014003.3	DHX38
ENST00000251241	NM_024612.4	DHX40
ENST00000295373	NM_198963.1	DHX57
ENST00000251642	NM_024119.2	DHX58
ENST00000262415	NM_004941.1	DHX8
ENST00000367549	NM_001357.4	DHX9
ENST00000443649	NM_019887.5	DIABLO
ENST00000398557	NM_005219.4	DIAPH1
ENST00000373061	NM_006729.4	DIAPH2
ENST00000400324	NM_001042517.1	DIAPH3
ENST00000393063	NM_030621.3	DICER1
ENST00000395343	NM_001193369.1	DIDO1
ENST00000491415	NM_014388.6	DIEXF
ENST00000199320	NM_014473.2	DIMT1
ENST00000388876	NM_001039715.1	DIO1
ENST00000438257	NM_013989.4	DIO2
ENST00000359323	NM_001362.3	DIO3
ENST00000318711	NM_015151.3	DIP2A
ENST00000301180	NM_173602.2	DIP2B
ENST00000280886	NM_014974.2	DIP2C
ENST00000323469	NM_145173.3	DIRAS1
ENST00000375765	NM_017594.3	DIRAS2
ENST00000395201	NM_004675.2	DIRAS3
ENST00000308100	NM_052952.2	DIRC1
ENST00000261038	NM_032839.2	DIRC2
ENST00000325385	NM_152383.4	DIS3L2
ENST00000319212	NM_001143688.1	DIS3L
ENST00000377767	NM_014953.3	DIS3
ENST00000439617	NM_001164537.1	DISC1
ENST00000284476	NM_032890.3	DISP1
ENST00000267889	NM_033510.1	DISP2
ENST00000315253	NM_033425.4	DIXDC1
ENST00000369550	NM_001363.3	DKC1
ENST00000373970	NM_012242.2	DKK1
ENST00000285311	NM_014421.2	DKK2
ENST00000396505	NM_015881.5	DKK3
ENST00000220812	NM_014420.2	DKK4
ENST00000221498	NM_014419.3	DKKL1
ENST00000280346	NM_001931.4	DLAT
ENST00000276297	NM_182643.2	DLC1
ENST00000205402	NM_000108.3	DLD
ENST00000346219	NM_007337.2	DLEC1
ENST00000400393	NM_198989.2	DLEU7
ENST00000346964	NM_004087.2	DLG1
ENST00000376104	NM_001142699.1	DLG2
ENST00000374360	NM_021120.3	DLG3
ENST00000302955	NM_001128827.1	DLG4
ENST00000372391	NM_004747.3	DLG5
ENST00000315677	NM_004746.3	DLGAP1
ENST00000421627	NM_004745.4	DLGAP2
ENST00000235180	NM_001080418.1	DLGAP3
ENST00000401952	NM_014902.4	DLGAP4
ENST00000247191	NM_014750.4	DLGAP5
ENST00000341267	NM_003836.5	DLK1
ENST00000357338	NM_206539.1	DLK2
ENST00000366756	NM_005618.3	DLL1
ENST00000205143	NM_016941.3	DLL3
ENST00000249749	NM_019074.3	DLL4
ENST00000334220	NM_001933.4	DLST
ENST00000361725	NM_178120.4	DLX1
ENST00000234198	NM_004405.3	DLX2
ENST00000434704	NM_005220.2	DLX3
ENST00000240306	NM_138281.2	DLX4
ENST00000222598	NM_005221.5	DLX5
ENST00000007660	NM_005222.3	DLX6
ENST00000361745	NM_001034024.1	DMAP1
ENST00000368909	NM_007329.2	DMBT1
ENST00000371956	NM_147192.2	DMBX1
ENST00000216024	NM_007068.3	DMC1
ENST00000357033	NM_004006.2	DMD
ENST00000255189	NM_013391.3	DMGDH
ENST00000339686	NM_033317.4	DMKN
ENST00000282479	NM_001079911.2	DMP1
ENST00000291270	NM_004409.3	DMPK
ENST00000382276	NM_021951.2	DMRT1
ENST00000302441	NM_181872.4	DMRT2
ENST00000190165	NM_021240.3	DMRT3
ENST00000325870	NM_022160.2	DMRTA1
ENST00000404795	NM_032110.2	DMRTA2
ENST00000371445	NM_033067.1	DMRTB1
ENST00000373529	NM_033053.2	DMRTC1
ENST00000269945	NM_001040283.1	DMRTC2
ENST00000331242	NM_001142327.1	DMTF1
ENST00000270223	NM_004943.1	DMWD
ENST00000311085	NM_005509.4	DMXL1
ENST00000251076	NM_001174116.1	DMXL2
ENST00000358410	NM_001080449.2	DNA2
ENST00000378553	NM_178452.4	DNAAF1
ENST00000298292	NM_018139.2	DNAAF2
ENST00000409039	NM_207437.3	DNAH10
ENST00000351747	NM_178504.4	DNAH12
ENST00000430092	NM_001373.1	DNAH14
ENST00000585328	NM_173628.3	DNAH17
ENST00000420323	NM_015512.4	DNAH1
ENST00000389173	NM_020877.2	DNAH2
ENST00000261383	NM_017539.1	DNAH3
ENST00000265104	NM_001369.2	DNAH5
ENST00000389394	NM_001370.1	DNAH6
ENST00000312428	NM_018897.2	DNAH7
ENST00000327475	NM_001206927.1	DNAH8
ENST00000262442	NM_001372.3	DNAH9
ENST00000242317	NM_012144.3	DNAI1
ENST00000582036	NM_023036.4	DNAI2
ENST00000330899	NM_001539.2	DNAJA1
ENST00000317089	NM_005880.3	DNAJA2
ENST00000262375	NM_005147.5	DNAJA3
ENST00000394855	NM_018602.3	DNAJA4
ENST00000265028	NM_016306.4	DNAJB11
ENST00000338820	NM_001002762.2	DNAJB12
ENST00000339764	NM_153614.2	DNAJB13
ENST00000442697	NM_001031723.3	DNAJB14
ENST00000254322	NM_006145.1	DNAJB1
ENST00000336576	NM_006736.5	DNAJB2
ENST00000370763	NM_007034.3	DNAJB4
ENST00000453597	NM_001135004.2	DNAJB5
ENST00000262177	NM_058246.3	DNAJB6
ENST00000307221	NM_145174.1	DNAJB7
ENST00000319153	NM_153330.3	DNAJB8
ENST00000249356	NM_012328.2	DNAJB9
ENST00000264065	NM_018981.2	DNAJC10
ENST00000377577	NM_018198.3	DNAJC11
ENST00000225171	NM_021800.2	DNAJC12
ENST00000260818	NM_015268.3	DNAJC13
ENST00000317269	NM_032364.5	DNAJC14
ENST00000379221	NM_013238.2	DNAJC15
ENST00000375847	NM_015291.2	DNAJC16
ENST00000220496	NM_018163.2	DNAJC17
ENST00000302060	NM_152686.3	DNAJC18
ENST00000382564	NM_145261.3	DNAJC19
ENST00000376980	NM_022365.3	DNAJC1
ENST00000303525	NM_001012339.2	DNAJC21
ENST00000395069	NM_024902.2	DNAJC22
ENST00000465995	NM_181706.4	DNAJC24
ENST00000313525	NM_001015882.2	DNAJC25
ENST00000264711	NM_016544.2	DNAJC27
ENST00000381947	NM_001040192.1	DNAJC28
ENST00000379263	NM_014377.1	DNAJC2
ENST00000395176	NM_032317.2	DNAJC30
ENST00000602402	NM_006260.4	DNAJC3
ENST00000321685	NM_005528.3	DNAJC4
ENST00000276570	NM_033105.4	DNAJC5B
ENST00000296097	NM_173650.1	DNAJC5G
ENST00000360864	NM_025219.2	DNAJC5
ENST00000395325	NM_014787.3	DNAJC6
ENST00000457167	NM_003315.3	DNAJC7
ENST00000263697	NM_014280.2	DNAJC8
ENST00000372950	NM_015190.3	DNAJC9
ENST00000553645	NM_031427.3	DNAL1
ENST00000216068	NM_005740.2	DNAL4
ENST00000296218	NM_003462.3	DNALI1
ENST00000393638	NM_001009934.1	DNASE1L1
ENST00000320700	NM_001374.2	DNASE1L2
ENST00000394549	NM_004944.3	DNASE1L3
ENST00000246949	NM_005223.3	DNASE1
ENST00000370665	NM_021233.2	DNASE2B
ENST00000222219	NM_001375.2	DNASE2
ENST00000542735	NM_194249.2	DND1
ENST00000341772	NM_139072.3	DNER
ENST00000254579	NM_144666.2	DNHD1
ENST00000371738	NM_001080849.2	DNLZ
ENST00000452533	NM_012062.4	DNM1L
ENST00000372923	NM_004408.2	DNM1
ENST00000389253	NM_001005361.2	DNM2
ENST00000358155	NM_015569.4	DNM3
ENST00000324109	NM_015221.2	DNMBP
ENST00000540357	NM_001379.2	DNMT1
ENST00000321117	NM_022552.4	DNMT3A
ENST00000328111	NM_006892.3	DNMT3B
ENST00000270172	NM_013369.3	DNMT3L
ENST00000273075	NM_012100.2	DNPEP
ENST00000372622	NM_052951.2	DNTTIP1
ENST00000436063	NM_014597.4	DNTTIP2
ENST00000419175	NM_004088.3	DNTT
ENST00000350119	NM_003586.2	DOC2A
ENST00000343572	NM_003585.4	DOC2B
ENST00000258390	NM_014689.2	DOCK10
ENST00000276202	NM_144658.3	DOCK11
ENST00000280333	NM_001380.3	DOCK1
ENST00000256935	NM_004946.2	DOCK2
ENST00000266037	NM_004947.4	DOCK3
ENST00000437633	NM_014705.3	DOCK4
ENST00000276440	NM_024940.6	DOCK5
ENST00000294618	NM_020812.3	DOCK6
ENST00000340370	NM_033407.3	DOCK7
ENST00000432829	NM_203447.3	DOCK8
ENST00000376460	NM_015296.2	DOCK9
ENST00000250937	NM_031304.4	DOHH
